hour_of_day,day_of_week,month,is_weekend,is_vacation,is_exam_period,outside_temperature,humidity,occupancy_count,energy_consumption_kwh,timestamp,hour,day,weekday,month_dt,lag_1,lag_2,lag_3,lag_4,lag_8,roll_mean_3,roll_mean_8
3,4,1970-01-01 00:00:00.000000001,False,0,0,-0.7440706076659276,80.54622656885229,144,119.50604832674952,2020-01-06 03:00:00,3,6,0,1,132.39695553777656,118.09541796442416,147.7946490299123,94.87584896700426,106.26245962184392,132.76234084403768,110.79043706952949
6,4,1970-01-01 00:00:00.000000001,False,0,0,5.647093413507333,73.63446422324175,145,101.55225837631136,2020-01-06 06:00:00,6,6,0,1,119.50604832674952,132.39695553777656,118.09541796442416,147.7946490299123,122.7528467503454,123.33280727631676,112.44588565764269
9,4,1970-01-01 00:00:00.000000001,False,0,0,7.635087551266154,68.72495531337958,69,82.41661405785842,2020-01-06 09:00:00,9,6,0,1,101.55225837631136,119.50604832674952,132.39695553777656,118.09541796442416,79.12138451761307,117.81842074694582,109.79581211088843
12,4,1970-01-01 00:00:00.000000001,False,0,0,5.897654140937888,70.3466778172853,66,91.414755994703,2020-01-06 12:00:00,12,6,0,1,82.41661405785842,101.55225837631136,119.50604832674952,132.39695553777656,85.02393416731616,101.15830692030643,110.20771580341909
15,4,1970-01-01 00:00:00.000000001,False,0,0,5.676386058096169,72.39763918913101,65,91.67226231622185,2020-01-06 15:00:00,15,6,0,1,91.414755994703,82.41661405785842,101.55225837631136,119.50604832674952,94.87584896700426,91.79454280962426,111.00656853184245
18,4,1970-01-01 00:00:00.000000001,False,0,0,1.1834038318090931,72.95633489613378,126,136.74017443060723,2020-01-06 18:00:00,18,6,0,1,91.67226231622185,91.414755994703,82.41661405785842,101.55225837631136,147.7946490299123,88.50121078959442,110.60612020049464
21,4,1970-01-01 00:00:00.000000001,False,0,0,2.260805838342822,90.00603921320234,115,123.55590849312672,2020-01-06 21:00:00,21,6,0,1,136.74017443060723,91.67226231622185,91.414755994703,82.41661405785842,118.09541796442416,106.60906424717734,109.22431087558152
0,5,1970-01-01 00:00:00.000000001,False,0,0,-0.297752747368865,79.30712489583601,94,110.63220140850302,2020-01-07 00:00:00,0,7,1,1,123.55590849312672,136.74017443060723,91.67226231622185,91.414755994703,132.39695553777656,117.32278174665193,109.90687219166934
3,5,1970-01-01 00:00:00.000000001,False,0,0,0.9128214343578396,85.28309015253203,117,100.9351098764487,2020-01-07 03:00:00,3,7,1,1,110.63220140850302,123.55590849312672,136.74017443060723,91.67226231622185,119.50604832674952,123.64276144407899,107.18627792551014
6,5,1970-01-01 00:00:00.000000001,False,0,0,2.577754704365815,76.3513392414717,113,106.02042296108104,2020-01-07 06:00:00,6,7,1,1,100.9351098764487,110.63220140850302,123.55590849312672,136.74017443060723,101.55225837631136,111.70773992602614,104.86491061922254
9,5,1970-01-01 00:00:00.000000001,False,0,0,5.777531736867842,70.44815300097325,42,84.43540347292517,2020-01-07 09:00:00,9,7,1,1,106.02042296108104,100.9351098764487,110.63220140850302,123.55590849312672,82.41661405785842,105.86257808201093,105.42343119231874
12,5,1970-01-01 00:00:00.000000001,False,0,0,7.213528506103123,74.80788215648143,51,82.97004169815814,2020-01-07 12:00:00,12,7,1,1,84.43540347292517,106.02042296108104,100.9351098764487,110.63220140850302,91.414755994703,97.13031210348497,105.67577986920209
15,5,1970-01-01 00:00:00.000000001,False,0,0,6.360698737413337,73.73790144850769,44,86.40987940583402,2020-01-07 15:00:00,15,7,1,1,82.97004169815814,84.43540347292517,106.02042296108104,100.9351098764487,91.67226231622185,91.14195604405477,104.62019058213399
18,5,1970-01-01 00:00:00.000000001,False,0,0,3.079637688538885,75.16978679354861,98,124.30666176339165,2020-01-07 18:00:00,18,7,1,1,86.40987940583402,82.97004169815814,84.43540347292517,106.02042296108104,136.74017443060723,84.60510819230576,103.96239271833551
21,5,1970-01-01 00:00:00.000000001,False,0,0,1.9483040084282464,70.16892466591798,86,116.47430534028916,2020-01-07 21:00:00,21,7,1,1,124.30666176339165,86.40987940583402,82.97004169815814,84.43540347292517,123.55590849312672,97.89552762246126,102.40820363493356
0,6,1970-01-01 00:00:00.000000001,False,0,0,-0.7067447561152571,85.43281882193308,86,107.38576192123276,2020-01-08 00:00:00,0,8,2,1,116.47430534028916,124.30666176339165,86.40987940583402,82.97004169815814,110.63220140850302,109.0636155031716,101.52300324082886
3,6,1970-01-01 00:00:00.000000001,False,0,0,-1.2092926928934369,80.65820151796922,118,111.8090502907786,2020-01-08 03:00:00,3,8,2,1,107.38576192123276,116.47430534028916,124.30666176339165,86.40987940583402,100.9351098764487,116.05557634163785,101.11719830492008
6,6,1970-01-01 00:00:00.000000001,False,0,0,2.803913267870534,71.2351577850969,117,105.02810525660963,2020-01-08 06:00:00,6,8,2,1,111.8090502907786,107.38576192123276,116.47430534028916,124.30666176339165,106.02042296108104,111.88970585076684,102.47644085671132
9,6,1970-01-01 00:00:00.000000001,False,0,0,4.305859165581448,66.55203980681881,50,88.59287482763933,2020-01-08 09:00:00,9,8,2,1,105.02810525660963,111.8090502907786,107.38576192123276,116.47430534028916,84.43540347292517,108.07430582287365,102.3524011436524
12,6,1970-01-01 00:00:00.000000001,False,0,0,6.202629381910636,73.40059129887705,38,88.13564858250672,2020-01-08 12:00:00,12,8,2,1,88.59287482763933,105.02810525660963,111.8090502907786,107.38576192123276,82.97004169815814,101.81001012500919,102.87208506299167
15,6,1970-01-01 00:00:00.000000001,False,0,0,3.787048060148328,82.72037957865301,43,92.74331217737064,2020-01-08 15:00:00,15,8,2,1,88.13564858250672,88.59287482763933,105.02810525660963,111.8090502907786,86.40987940583402,93.91887622225188,103.51778592353523
18,6,1970-01-01 00:00:00.000000001,False,0,0,6.05300717723887,78.53614398291776,98,118.78927332665208,2020-01-08 18:00:00,18,8,2,1,92.74331217737064,88.13564858250672,88.59287482763933,105.02810525660963,124.30666176339165,89.8239451958389,104.30946501997732
21,6,1970-01-01 00:00:00.000000001,False,0,0,-1.2535841249748,84.70147241909399,94,138.20052891167532,2020-01-08 21:00:00,21,8,2,1,118.78927332665208,92.74331217737064,88.13564858250672,88.59287482763933,116.47430534028916,99.88941136217647,103.61979146538486
0,0,1970-01-01 00:00:00.000000001,False,0,0,0.1756615285466007,71.51813517652101,128,107.2775145762287,2020-01-09 00:00:00,0,9,3,1,138.20052891167532,118.78927332665208,92.74331217737064,88.13564858250672,107.38576192123276,116.57770480523266,106.33556941180814
3,0,1970-01-01 00:00:00.000000001,False,0,0,-0.1398829802987424,89.95741236082854,145,108.700720156217,2020-01-09 03:00:00,3,9,3,1,107.2775145762287,138.20052891167532,118.78927332665208,92.74331217737064,111.8090502907786,121.42243893818535,106.32203849368263
6,0,1970-01-01 00:00:00.000000001,False,0,0,3.7507451791869375,74.514350868195,137,106.01422249300532,2020-01-09 06:00:00,6,9,3,1,108.700720156217,107.2775145762287,138.20052891167532,118.78927332665208,105.02810525660963,118.05958788137366,105.93349722686243
9,0,1970-01-01 00:00:00.000000001,False,0,0,3.990868721163968,69.66738804423056,64,91.7275720014286,2020-01-09 09:00:00,9,9,3,1,106.01422249300532,108.700720156217,107.2775145762287,138.20052891167532,88.59287482763933,107.33081907515033,106.0567618814119
12,0,1970-01-01 00:00:00.000000001,False,0,0,9.607987279169588,70.49465445854192,66,82.69089824641316,2020-01-09 12:00:00,12,9,3,1,91.7275720014286,106.01422249300532,108.700720156217,107.2775145762287,88.13564858250672,102.1475048835503,106.44859902813555
15,0,1970-01-01 00:00:00.000000001,False,0,0,4.565525042206497,65.95667127177425,57,88.22128336606607,2020-01-09 15:00:00,15,9,3,1,82.69089824641316,91.7275720014286,106.01422249300532,108.700720156217,92.74331217737064,93.477564246949,105.76800523612386
18,0,1970-01-01 00:00:00.000000001,False,0,0,3.597013589913239,81.15748728714674,129,127.53175772449632,2020-01-09 18:00:00,18,9,3,1,88.22128336606607,82.69089824641316,91.7275720014286,106.01422249300532,118.78927332665208,87.54658453796925,105.2027516347108
21,0,1970-01-01 00:00:00.000000001,False,0,0,-0.465329901477445,91.32177205824824,114,128.83066048376048,2020-01-09 21:00:00,21,9,3,1,127.53175772449632,88.22128336606607,82.69089824641316,91.7275720014286,138.20052891167532,99.48131311232517,106.29556218444131
0,1,1970-01-01 00:00:00.000000001,False,0,0,2.2490688817910547,77.4961903851749,118,106.08435667280958,2020-01-10 00:00:00,0,10,4,1,128.83066048376048,127.53175772449632,88.22128336606607,82.69089824641316,107.2775145762287,114.86123385810761,105.12432863095196
3,1,1970-01-01 00:00:00.000000001,False,0,0,0.1932463781819925,88.47931535232888,142,117.80778794223274,2020-01-10 03:00:00,3,10,4,1,106.08435667280958,128.83066048376048,127.53175772449632,88.22128336606607,108.700720156217,120.81559162702212,104.97518389302456
6,1,1970-01-01 00:00:00.000000001,False,0,0,3.5453715376672563,76.55486005152014,142,105.94076502942607,2020-01-10 06:00:00,6,10,4,1,117.80778794223274,106.08435667280958,128.83066048376048,127.53175772449632,106.01422249300532,117.57426836626759,106.11356736627654
9,1,1970-01-01 00:00:00.000000001,False,0,0,5.134137999281038,76.80514400672469,62,83.86527845899835,2020-01-10 09:00:00,9,10,4,1,105.94076502942607,117.80778794223274,106.08435667280958,128.83066048376048,91.7275720014286,109.9443032148228,106.10438518332913
12,1,1970-01-01 00:00:00.000000001,False,0,0,8.51748450447541,55.71793076778533,65,95.1440803646216,2020-01-10 12:00:00,12,10,4,1,83.86527845899835,105.94076502942607,117.80778794223274,106.08435667280958,82.69089824641316,102.53794381021906,105.12159849052534
15,1,1970-01-01 00:00:00.000000001,False,0,0,6.95848741406007,67.38841067763174,67,91.52982467176864,2020-01-10 15:00:00,15,10,4,1,95.1440803646216,83.86527845899835,105.94076502942607,117.80778794223274,88.22128336606607,94.983374617682,106.6782462553014
18,1,1970-01-01 00:00:00.000000001,False,0,0,1.1278218851673376,83.32119129970651,114,142.65674995345904,2020-01-10 18:00:00,18,10,4,1,91.52982467176864,95.1440803646216,83.86527845899835,105.94076502942607,127.53175772449632,90.1797278317962,107.09181391851422
21,1,1970-01-01 00:00:00.000000001,False,0,0,0.9355115309619648,85.32580015787053,123,133.86404521579178,2020-01-10 21:00:00,21,10,4,1,142.65674995345904,91.52982467176864,95.1440803646216,83.86527845899835,128.83066048376048,109.77688499661643,108.98243794713457
0,2,1970-01-01 00:00:00.000000001,True,0,0,-0.9960504186266854,91.03443678196616,124,118.56069522397932,2020-01-11 00:00:00,0,11,5,1,133.86404521579178,142.65674995345904,91.52982467176864,95.1440803646216,106.08435667280958,122.68353994700651,109.61161103863847
3,2,1970-01-01 00:00:00.000000001,True,0,0,2.9617217655549855,84.94693969125021,146,103.56847214822793,2020-01-11 03:00:00,3,11,5,1,118.56069522397932,133.86404521579178,142.65674995345904,91.52982467176864,117.80778794223274,131.6938301310767,111.1711533575347
6,2,1970-01-01 00:00:00.000000001,True,0,0,3.2379595825719862,72.54971523199637,145,107.02202301944791,2020-01-11 06:00:00,6,11,5,1,103.56847214822793,118.56069522397932,133.86404521579178,142.65674995345904,105.94076502942607,118.66440419599968,109.39123888328409
9,2,1970-01-01 00:00:00.000000001,True,0,0,5.563872978743194,76.06161086224932,68,88.18250452659483,2020-01-11 09:00:00,9,11,5,1,107.02202301944791,103.56847214822793,118.56069522397932,133.86404521579178,83.86527845899835,109.71706346388505,109.52639613203682
12,2,1970-01-01 00:00:00.000000001,True,0,0,7.724241387255331,69.68956864265684,65,83.91350143875361,2020-01-11 12:00:00,12,11,5,1,88.18250452659483,107.02202301944791,103.56847214822793,118.56069522397932,95.1440803646216,99.59099989809022,110.06604939048638
15,2,1970-01-01 00:00:00.000000001,True,0,0,6.820125003683335,75.95800272501577,69,91.21029906272332,2020-01-11 15:00:00,15,11,5,1,83.91350143875361,88.18250452659483,107.02202301944791,103.56847214822793,91.52982467176864,93.03934299493211,108.66222702475288
18,2,1970-01-01 00:00:00.000000001,True,0,0,3.724181078148698,71.89700033141322,126,130.89009476823105,2020-01-11 18:00:00,18,11,5,1,91.21029906272332,83.91350143875361,88.18250452659483,107.02202301944791,142.65674995345904,87.76876834269058,108.62228632362222
21,2,1970-01-01 00:00:00.000000001,True,0,0,-0.8969028657036788,86.45526655803911,115,140.20799616496848,2020-01-11 21:00:00,21,11,5,1,130.89009476823105,91.21029906272332,83.91350143875361,88.18250452659483,133.86404521579178,102.00463175656932,107.15145442546871
0,3,1970-01-01 00:00:00.000000001,True,0,0,-1.528713366230805,78.8045099030613,122,118.27049864834218,2020-01-12 00:00:00,0,12,6,1,140.20799616496848,130.89009476823105,91.21029906272332,83.91350143875361,118.56069522397932,120.7694633319743,107.9444482941158
3,3,1970-01-01 00:00:00.000000001,True,0,0,-0.700156564101647,74.16553718857507,142,114.59956194618876,2020-01-12 03:00:00,3,12,6,1,118.27049864834218,140.20799616496848,130.89009476823105,91.21029906272332,103.56847214822793,129.7895298605139,107.90817372216117
6,3,1970-01-01 00:00:00.000000001,True,0,0,3.3569584062057447,77.72449331901662,139,111.17464440240134,2020-01-12 06:00:00,6,12,6,1,114.59956194618876,118.27049864834218,140.20799616496848,130.89009476823105,107.02202301944791,124.35935225316648,109.28705994690627
9,3,1970-01-01 00:00:00.000000001,True,0,0,5.541181488686225,65.7550007818754,69,88.24362340431361,2020-01-12 09:00:00,9,12,6,1,111.17464440240134,114.59956194618876,118.27049864834218,140.20799616496848,88.18250452659483,114.68156833231076,109.80613761977544
12,3,1970-01-01 00:00:00.000000001,True,0,0,7.745504429728161,73.77444432655916,60,83.9813251519518,2020-01-12 12:00:00,12,12,6,1,88.24362340431361,111.17464440240134,114.59956194618876,118.27049864834218,83.91350143875361,104.67260991763457,109.8137774794903
15,3,1970-01-01 00:00:00.000000001,True,0,0,4.690737189786319,81.81467061639891,68,89.88486541303284,2020-01-12 15:00:00,15,12,6,1,83.9813251519518,88.24362340431361,111.17464440240134,114.59956194618876,91.21029906272332,94.46653098622225,109.82225544364007
18,3,1970-01-01 00:00:00.000000001,True,0,0,3.1398058281499206,77.77126556704049,128,128.65117545522514,2020-01-12 18:00:00,18,12,6,1,89.88486541303284,83.9813251519518,88.24362340431361,111.17464440240134,130.89009476823105,87.36993798976609,109.65657623742875
21,3,1970-01-01 00:00:00.000000001,True,0,0,0.6606232152926635,82.95424488488882,113,131.92637436239824,2020-01-12 21:00:00,21,12,6,1,128.65117545522514,89.88486541303284,83.9813251519518,88.24362340431361,140.20799616496848,100.8391220067366,109.37671132330303
0,4,1970-01-01 00:00:00.000000001,False,0,0,-1.4353604196564929,83.76769901701934,111,105.3554481484514,2020-01-13 00:00:00,0,13,0,1,131.92637436239824,128.65117545522514,89.88486541303284,83.9813251519518,118.27049864834218,116.8208050768854,108.34150859798174
3,4,1970-01-01 00:00:00.000000001,False,0,0,-0.1336562247401918,87.8858724917409,141,108.37282570918552,2020-01-13 03:00:00,3,13,0,1,105.3554481484514,131.92637436239824,128.65117545522514,89.88486541303284,114.59956194618876,121.97766598869158,106.72712728549538
6,4,1970-01-01 00:00:00.000000001,False,0,0,5.667215916388226,78.15027287491974,145,107.16951140392742,2020-01-13 06:00:00,6,13,0,1,108.37282570918552,105.3554481484514,131.92637436239824,128.65117545522514,111.17464440240134,115.21821607334505,105.94878525586999
9,4,1970-01-01 00:00:00.000000001,False,0,0,7.611239939085875,74.439937932907,66,79.2085442301554,2020-01-13 09:00:00,9,13,0,1,107.16951140392742,108.37282570918552,105.3554481484514,131.92637436239824,88.24362340431361,106.96592842052144,105.44814363106074
12,4,1970-01-01 00:00:00.000000001,False,0,0,7.527871099103521,70.068968538428,59,88.23226583681209,2020-01-13 12:00:00,12,13,0,1,79.2085442301554,107.16951140392742,108.37282570918552,105.3554481484514,83.9813251519518,98.25029378108945,104.31875873429097
15,4,1970-01-01 00:00:00.000000001,False,0,0,8.081977781967044,65.93278133657142,64,79.01814165748468,2020-01-13 15:00:00,15,13,0,1,88.23226583681209,79.2085442301554,107.16951140392742,108.37282570918552,89.88486541303284,91.53677382363163,104.85012631989851
18,4,1970-01-01 00:00:00.000000001,False,0,0,1.7615464910437206,83.29129453733144,124,132.99479758545328,2020-01-13 18:00:00,18,13,0,1,79.01814165748468,88.23226583681209,79.2085442301554,107.16951140392742,128.65117545522514,82.15298390815072,103.49178585045499
21,4,1970-01-01 00:00:00.000000001,False,0,0,0.6647080307082763,87.17553232600052,122,132.53585263622912,2020-01-13 21:00:00,21,13,0,1,132.99479758545328,79.01814165748468,88.23226583681209,79.2085442301554,131.92637436239824,100.08173502658336,104.03473861673349
0,5,1970-01-01 00:00:00.000000001,False,0,0,0.3627540166744734,86.95038992648354,89,102.9572997845382,2020-01-14 00:00:00,0,14,1,1,132.53585263622912,132.99479758545328,79.01814165748468,88.23226583681209,105.3554481484514,114.8495972930557,104.11092340096236
3,5,1970-01-01 00:00:00.000000001,False,0,0,-0.563998978405142,82.83428029991825,116,106.67390597153684,2020-01-14 03:00:00,3,14,1,1,102.9572997845382,132.53585263622912,132.99479758545328,79.01814165748468,108.37282570918552,122.8293166687402,103.81115485547322
6,5,1970-01-01 00:00:00.000000001,False,0,0,5.575198111438519,66.54712351568266,112,101.94853408216716,2020-01-14 06:00:00,6,14,1,1,106.67390597153684,102.9572997845382,132.53585263622912,132.99479758545328,107.16951140392742,114.05568613076805,103.59878988826712
9,5,1970-01-01 00:00:00.000000001,False,0,0,4.890633047458247,83.36751187076838,53,89.8648674952541,2020-01-14 09:00:00,9,14,1,1,101.94853408216716,106.67390597153684,102.9572997845382,132.53585263622912,79.2085442301554,103.85991327941406,102.9461677230471
12,5,1970-01-01 00:00:00.000000001,False,0,0,8.03587668278673,78.31325070845557,49,80.29493925304874,2020-01-14 12:00:00,12,14,1,1,89.8648674952541,101.94853408216716,106.67390597153684,102.9572997845382,88.23226583681209,99.49576918298605,104.27820813118443
15,5,1970-01-01 00:00:00.000000001,False,0,0,4.895610119061558,70.02031324801831,49,109.2310197534537,2020-01-14 15:00:00,15,14,1,1,80.29493925304874,89.8648674952541,101.94853408216716,106.67390597153684,79.01814165748468,90.70278027682333,103.28604230821401
18,5,1970-01-01 00:00:00.000000001,False,0,0,2.1060409507923628,78.56959991005102,94,130.72552448048785,2020-01-14 18:00:00,18,14,1,1,109.2310197534537,80.29493925304874,89.8648674952541,101.94853408216716,132.99479758545328,93.13027550058553,107.06265207021015
21,5,1970-01-01 00:00:00.000000001,False,0,0,0.2748210283076754,80.21336029396025,89,124.57546043729889,2020-01-14 21:00:00,21,14,1,1,130.72552448048785,109.2310197534537,80.29493925304874,89.8648674952541,132.53585263622912,106.75049449566343,106.77899293208947
0,6,1970-01-01 00:00:00.000000001,False,0,0,0.031846392816819,90.18062776846284,94,101.65366733580154,2020-01-15 00:00:00,0,15,2,1,124.57546043729889,130.72552448048785,109.2310197534537,80.29493925304874,102.9572997845382,121.5106682237468,105.78394390722318
