hour_of_day,day_of_week,month,is_weekend,is_vacation,is_exam_period,outside_temperature,humidity,occupancy_count,energy_consumption_kwh
9,1,1970-01-01 00:00:00.000000001,0,0,0,5.134137999281038,76.80514400672469,62,83.86527845899835
12,1,1970-01-01 00:00:00.000000001,0,0,0,8.51748450447541,55.71793076778533,65,95.1440803646216
15,1,1970-01-01 00:00:00.000000001,0,0,0,6.95848741406007,67.38841067763174,67,91.52982467176864
18,1,1970-01-01 00:00:00.000000001,0,0,0,1.1278218851673376,83.32119129970651,114,142.65674995345904
21,1,1970-01-01 00:00:00.000000001,0,0,0,0.9355115309619648,85.32580015787053,123,133.86404521579178
0,2,1970-01-01 00:00:00.000000001,0,0,0,-0.9960504186266854,91.03443678196616,124,118.56069522397932
3,2,1970-01-01 00:00:00.000000001,0,0,0,2.9617217655549855,84.94693969125021,146,103.56847214822793
6,2,1970-01-01 00:00:00.000000001,0,0,0,3.2379595825719862,72.54971523199637,145,107.02202301944791
9,2,1970-01-01 00:00:00.000000001,0,0,0,5.563872978743194,76.06161086224932,68,88.18250452659483
12,2,1970-01-01 00:00:00.000000001,0,0,0,7.724241387255331,69.68956864265684,65,83.91350143875361
15,2,1970-01-01 00:00:00.000000001,0,0,0,6.820125003683335,75.95800272501577,69,91.21029906272332
18,2,1970-01-01 00:00:00.000000001,0,0,0,3.724181078148698,71.89700033141322,126,130.89009476823105
21,2,1970-01-01 00:00:00.000000001,0,0,0,-0.8969028657036788,86.45526655803911,115,140.20799616496848
0,3,1970-01-01 00:00:00.000000001,0,0,0,-1.528713366230805,78.8045099030613,122,118.27049864834218
3,3,1970-01-01 00:00:00.000000001,0,0,0,-0.700156564101647,74.16553718857507,142,114.59956194618876
6,3,1970-01-01 00:00:00.000000001,0,0,0,3.3569584062057447,77.72449331901662,139,111.17464440240134
9,3,1970-01-01 00:00:00.000000001,0,0,0,5.541181488686225,65.7550007818754,69,88.24362340431361
12,3,1970-01-01 00:00:00.000000001,0,0,0,7.745504429728161,73.77444432655916,60,83.9813251519518
15,3,1970-01-01 00:00:00.000000001,0,0,0,4.690737189786319,81.81467061639891,68,89.88486541303284
18,3,1970-01-01 00:00:00.000000001,0,0,0,3.1398058281499206,77.77126556704049,128,128.65117545522514
21,3,1970-01-01 00:00:00.000000001,0,0,0,0.6606232152926635,82.95424488488882,113,131.92637436239824
0,4,1970-01-01 00:00:00.000000001,0,0,0,-1.4353604196564929,83.76769901701934,111,105.3554481484514
3,4,1970-01-01 00:00:00.000000001,0,0,0,-0.1336562247401918,87.8858724917409,141,108.37282570918552
6,4,1970-01-01 00:00:00.000000001,0,0,0,5.667215916388226,78.15027287491974,145,107.16951140392742
9,4,1970-01-01 00:00:00.000000001,0,0,0,7.611239939085875,74.439937932907,66,79.2085442301554
12,4,1970-01-01 00:00:00.000000001,0,0,0,7.527871099103521,70.068968538428,59,88.23226583681209
15,4,1970-01-01 00:00:00.000000001,0,0,0,8.081977781967044,65.93278133657142,64,79.01814165748468
18,4,1970-01-01 00:00:00.000000001,0,0,0,1.7615464910437206,83.29129453733144,124,132.99479758545328
21,4,1970-01-01 00:00:00.000000001,0,0,0,0.6647080307082763,87.17553232600052,122,132.53585263622912
0,5,1970-01-01 00:00:00.000000001,1,0,0,0.3627540166744734,86.95038992648354,89,102.9572997845382
3,5,1970-01-01 00:00:00.000000001,1,0,0,-0.563998978405142,82.83428029991825,116,106.67390597153684
6,5,1970-01-01 00:00:00.000000001,1,0,0,5.575198111438519,66.54712351568266,112,101.94853408216716
9,5,1970-01-01 00:00:00.000000001,1,0,0,4.890633047458247,83.36751187076838,53,89.8648674952541
12,5,1970-01-01 00:00:00.000000001,1,0,0,8.03587668278673,78.31325070845557,49,80.29493925304874
15,5,1970-01-01 00:00:00.000000001,1,0,0,4.895610119061558,70.02031324801831,49,109.2310197534537
18,5,1970-01-01 00:00:00.000000001,1,0,0,2.1060409507923628,78.56959991005102,94,130.72552448048785
21,5,1970-01-01 00:00:00.000000001,1,0,0,0.2748210283076754,80.21336029396025,89,124.57546043729889
0,6,1970-01-01 00:00:00.000000001,1,0,0,0.031846392816819,90.18062776846284,94,101.65366733580154
3,6,1970-01-01 00:00:00.000000001,1,0,0,0.896213292042162,83.62454105353495,116,109.67482581711307
6,6,1970-01-01 00:00:00.000000001,1,0,0,3.4784183839945473,77.5656376688534,115,102.55868213930938
9,6,1970-01-01 00:00:00.000000001,1,0,0,5.432183884336026,79.74916971693446,54,79.59031238469534
12,6,1970-01-01 00:00:00.000000001,1,0,0,8.24139480628894,62.31524024641456,52,78.14721253690664
15,6,1970-01-01 00:00:00.000000001,1,0,0,8.430656387765419,61.694178610059154,44,79.36358722641015
18,6,1970-01-01 00:00:00.000000001,1,0,0,3.251439587748862,75.29034788381077,88,125.98068479055743
21,6,1970-01-01 00:00:00.000000001,1,0,0,0.3940028751105613,75.88183259080587,94,126.93248369984484
0,0,1970-01-01 00:00:00.000000001,0,0,0,2.2196129644081557,80.18390434035064,113,93.62414148821236
3,0,1970-01-01 00:00:00.000000001,0,0,0,0.870651612592888,76.33938935503316,142,98.12067038528993
6,0,1970-01-01 00:00:00.000000001,0,0,0,0.5832631884748807,74.3150846425378,140,116.09281845917032
9,0,1970-01-01 00:00:00.000000001,0,0,0,4.12397355853419,72.95548817289445,68,94.36256022604992
12,0,1970-01-01 00:00:00.000000001,0,0,0,6.582221878168973,81.5244846168068,57,93.51659072985235
15,0,1970-01-01 00:00:00.000000001,0,0,0,8.125042543618557,67.47371654204045,67,88.59646650774273
18,0,1970-01-01 00:00:00.000000001,0,0,0,2.31571888714343,83.46159704439701,116,128.24836821290612
21,0,1970-01-01 00:00:00.000000001,0,0,0,-2.6887355496370016,79.44010868284137,128,150.68440027815768
0,1,1970-01-01 00:00:00.000000001,0,0,0,2.1753002313351555,68.79165640076896,110,107.09473529112196
3,1,1970-01-01 00:00:00.000000001,0,0,0,1.7631288434002803,71.00705169195406,140,104.16756059454642
6,1,1970-01-01 00:00:00.000000001,0,0,0,3.1811184579796894,72.38969859755983,138,119.42606692565114
9,1,1970-01-01 00:00:00.000000001,0,0,0,6.11687042992299,74.6900633692351,60,75.1909496415192
12,1,1970-01-01 00:00:00.000000001,0,0,0,6.697501527992433,67.86048094760481,51,87.71451035100641
15,1,1970-01-01 00:00:00.000000001,0,0,0,5.670838850582982,63.1420402178741,65,87.08714331249682
18,1,1970-01-01 00:00:00.000000001,0,0,0,1.487836325710039,73.96067543861085,110,132.24342886811257
21,1,1970-01-01 00:00:00.000000001,0,0,0,1.0472609447935073,70.19750152107541,126,131.55602365016497
0,2,1970-01-01 00:00:00.000000001,0,0,0,-1.5420029150778598,87.20208826018518,122,113.793292934794
3,2,1970-01-01 00:00:00.000000001,0,0,0,1.302370136138695,79.66055614557187,142,100.84662457020266
6,2,1970-01-01 00:00:00.000000001,0,0,0,3.044401388768318,86.3539437988341,139,121.5424291714966
9,2,1970-01-01 00:00:00.000000001,0,0,0,6.233110403008324,84.62548467408196,54,84.84732931071174
12,2,1970-01-01 00:00:00.000000001,0,0,0,7.65694362164267,75.06716832467677,69,82.26437376669254
15,2,1970-01-01 00:00:00.000000001,0,0,0,7.2151726519941075,74.90417131810365,50,88.4343020416472
18,2,1970-01-01 00:00:00.000000001,0,0,0,0.3920632286961236,80.0595991043794,124,136.23039002534185
21,2,1970-01-01 00:00:00.000000001,0,0,0,0.1613379234335539,88.38786152313466,111,123.64698739863952
0,3,1970-01-01 00:00:00.000000001,0,0,0,-2.1901315736215543,88.95920827542325,128,118.6752161949855
3,3,1970-01-01 00:00:00.000000001,0,0,0,0.0424166260879551,79.15072704875477,140,110.02383876796668
6,3,1970-01-01 00:00:00.000000001,0,0,0,4.222842688249601,76.31174663777182,137,110.32306772050464
9,3,1970-01-01 00:00:00.000000001,0,0,0,8.747776068092072,61.72491300611619,53,81.83096660650327
12,3,1970-01-01 00:00:00.000000001,0,0,0,8.67996842247914,70.11670239828929,57,81.94386021376995
15,3,1970-01-01 00:00:00.000000001,0,0,0,7.459487248370742,77.16483515081173,55,93.23364460436396
18,3,1970-01-01 00:00:00.000000001,0,0,0,1.0652955201954732,85.08781796638787,128,128.4699199538647
21,3,1970-01-01 00:00:00.000000001,0,0,0,0.4269582538411641,83.70600213845972,128,123.43965091074962
0,4,1970-01-01 00:00:00.000000001,0,0,0,-1.3460392699961874,80.79330287008348,113,102.62622595759376
3,4,1970-01-01 00:00:00.000000001,0,0,0,4.682445690654621,77.18229833612202,139,99.07012092015516
6,4,1970-01-01 00:00:00.000000001,0,0,0,3.54218024823371,75.20874701410094,142,107.79813171793812
9,4,1970-01-01 00:00:00.000000001,0,0,0,6.256116959814818,75.13106397906238,60,86.29132077854206
12,4,1970-01-01 00:00:00.000000001,0,0,0,8.543460961415821,60.85567763645295,68,81.01188205777207
15,4,1970-01-01 00:00:00.000000001,0,0,0,6.188354789388619,71.81337601032362,63,93.94014220287276
18,4,1970-01-01 00:00:00.000000001,0,0,0,3.702106098443525,80.0192904454394,127,124.9155193092474
21,4,1970-01-01 00:00:00.000000001,0,0,0,0.7510202328222986,81.33604179515785,111,124.78225322593168
0,5,1970-01-01 00:00:00.000000001,1,0,0,0.4549714700290906,78.35706629103706,97,97.4594394791308
3,5,1970-01-01 00:00:00.000000001,1,0,0,3.019333802737299,70.8325073386411,111,94.96293675482572
6,5,1970-01-01 00:00:00.000000001,1,0,0,4.203517230907175,73.52360824271719,109,102.54181536640638
9,5,1970-01-01 00:00:00.000000001,1,0,0,5.450499310196566,74.38872413703598,53,90.7716607488424
12,5,1970-01-01 00:00:00.000000001,1,0,0,6.6548697258253915,68.31319204995398,40,91.14537819148484
15,5,1970-01-01 00:00:00.000000001,1,0,0,6.0855834351131275,70.36901048074549,52,82.01950374333941
18,5,1970-01-01 00:00:00.000000001,1,0,0,3.662385911300567,78.44944512616046,96,113.90871902161368
21,5,1970-01-01 00:00:00.000000001,1,0,0,-1.7701439001438146,79.22783986206177,100,141.80974210080691
0,6,1970-01-01 00:00:00.000000001,1,0,0,-2.0468218286072366,90.52627151459498,91,114.33768317890114
3,6,1970-01-01 00:00:00.000000001,1,0,0,2.1655459221757587,87.72165425154593,113,97.7929196698943
6,6,1970-01-01 00:00:00.000000001,1,0,0,3.74911706637607,73.18020385118197,117,104.70703457687516
9,6,1970-01-01 00:00:00.000000001,1,0,0,5.642518541306268,80.2206463637969,48,86.20446594258684
12,6,1970-01-01 00:00:00.000000001,1,0,0,9.269545247503263,63.85448197699855,48,81.12042725059462
15,6,1970-01-01 00:00:00.000000001,1,0,0,5.274277600247677,80.21288901924966,43,77.62764335928995
18,6,1970-01-01 00:00:00.000000001,1,0,0,4.620190158208418,75.13792710999203,100,111.89822440682616
21,6,1970-01-01 00:00:00.000000001,1,0,0,0.3404352753909654,88.75174592686078,101,133.6577430979057
0,0,1970-01-01 00:00:00.000000001,0,0,0,0.0184226041515031,84.12363821713721,125,106.84028526967307
3,0,1970-01-01 00:00:00.000000001,0,0,0,2.7097276420418344,81.15339731578551,143,92.90842149784152
6,0,1970-01-01 00:00:00.000000001,0,0,0,2.2698778800361343,80.90932279012772,141,114.55395599730232
9,0,1970-01-01 00:00:00.000000001,0,0,0,5.606888437067969,78.16482218217317,69,91.65136597107488
12,0,1970-01-01 00:00:00.000000001,0,0,0,7.995630686806296,64.52986011786145,59,80.17230000192582
15,0,1970-01-01 00:00:00.000000001,0,0,0,7.0407077483387175,69.13551430031536,53,84.67752388334827
18,0,1970-01-01 00:00:00.000000001,0,0,0,5.2382737385564,75.88691862888318,111,109.5867895614094
21,0,1970-01-01 00:00:00.000000001,0,0,0,0.3763024148033645,78.1870628026609,127,140.88680569148391
0,1,1970-01-01 00:00:00.000000001,0,0,0,1.4525932937468713,77.96380958855349,121,102.25879259172956
3,1,1970-01-01 00:00:00.000000001,0,0,0,1.472603703791567,84.85625649961668,141,110.67257224505836
6,1,1970-01-01 00:00:00.000000001,0,0,0,4.121393538615771,75.63828399904956,146,106.52759974896505
9,1,1970-01-01 00:00:00.000000001,0,0,0,4.139585315848212,72.08885015932013,58,98.76366904820031
12,1,1970-01-01 00:00:00.000000001,0,0,0,6.272354617365049,71.44871780613576,67,100.47889954372582
15,1,1970-01-01 00:00:00.000000001,0,0,0,5.866152474661334,71.27941684212007,67,94.35956218571827
18,1,1970-01-01 00:00:00.000000001,0,0,0,3.608244504608677,77.98002265586045,125,116.27521786515464
21,1,1970-01-01 00:00:00.000000001,0,0,0,2.6438363614631024,75.5504616122547,127,127.96554952627515
0,2,1970-01-01 00:00:00.000000001,0,0,0,0.7489898702283659,85.98955380261074,122,106.53673572255605
3,2,1970-01-01 00:00:00.000000001,0,0,0,0.0146979154630666,79.97270156225947,142,104.17408236039223
6,2,1970-01-01 00:00:00.000000001,0,0,0,5.843407234470078,70.91125335721443,137,97.4598131865924
9,2,1970-01-01 00:00:00.000000001,0,0,0,7.104489800417646,66.75158809841778,65,70.1515361227172
12,2,1970-01-01 00:00:00.000000001,0,0,0,11.481328025275952,68.25446271878779,59,84.37362422982278
15,2,1970-01-01 00:00:00.000000001,0,0,0,9.94099542633017,76.55648961454693,67,84.8284968342035
18,2,1970-01-01 00:00:00.000000001,0,0,0,5.570734994530976,75.31574187085356,120,125.80779545991864
21,2,1970-01-01 00:00:00.000000001,0,0,0,2.165177574883656,75.47875100671236,111,120.93509439163172
0,3,1970-01-01 00:00:00.000000001,0,0,0,0.5494360427375792,81.09519073537618,121,103.1313883381803
3,3,1970-01-01 00:00:00.000000001,0,0,0,3.306872864750861,77.51272762080549,137,85.72294585779728
6,3,1970-01-01 00:00:00.000000001,0,0,0,4.646733770744806,65.20271784981009,146,109.46249535232096
9,3,1970-01-01 00:00:00.000000001,0,0,0,5.966727673323397,65.23149584817992,54,84.99731537256974
12,3,1970-01-01 00:00:00.000000001,0,0,0,7.870777682362929,75.80281620139124,54,89.20778262047257
15,3,1970-01-01 00:00:00.000000001,0,0,0,3.1427196629336427,76.14280023381411,60,97.71870013074066
18,3,1970-01-01 00:00:00.000000001,0,0,0,4.742636932606406,69.62418581981528,127,126.04688433266448
21,3,1970-01-01 00:00:00.000000001,0,0,0,1.6889870245163865,82.15301430598369,120,122.78089088757874
0,4,1970-01-01 00:00:00.000000001,0,0,0,1.210947864871954,76.39205715090783,112,108.43504992533782
3,4,1970-01-01 00:00:00.000000001,0,0,0,3.1853668171302987,78.38637843482343,140,97.88538981172738
6,4,1970-01-01 00:00:00.000000001,0,0,0,4.725905889666488,74.2932703913491,146,110.50390053044418
9,4,1970-01-01 00:00:00.000000001,0,0,0,4.6182074590190165,80.18881202565318,54,92.75182228811912
12,4,1970-01-01 00:00:00.000000001,0,0,0,6.498700709493167,78.84818029415288,50,90.01338181460767
15,4,1970-01-01 00:00:00.000000001,0,0,0,6.791420830938759,62.10718028208658,68,94.02743010001132
18,4,1970-01-01 00:00:00.000000001,0,0,0,6.369800802354787,75.77828952918183,115,107.70442112486651
21,4,1970-01-01 00:00:00.000000001,0,0,0,0.4804429848015918,91.89177628125309,115,137.19146925577314
0,5,1970-01-01 00:00:00.000000001,1,0,0,-1.1790467573582606,84.95135024598959,102,109.74118963648016
3,5,1970-01-01 00:00:00.000000001,1,0,0,2.169650317631592,78.07312414470987,114,99.88579704476368
6,5,1970-01-01 00:00:00.000000001,1,0,0,5.716178244280023,76.21948135751644,111,102.38650854857067
9,5,1970-01-01 00:00:00.000000001,1,0,0,8.101211496940731,67.52245705500262,45,77.7914122535286
12,5,1970-01-01 00:00:00.000000001,1,0,0,5.994648593872029,69.84782693042297,39,85.24554263795876
15,5,1970-01-01 00:00:00.000000001,1,0,0,2.9600072853352124,71.76786973961738,42,94.97884268108076
18,5,1970-01-01 00:00:00.000000001,1,0,0,4.188366425467108,85.34060026243692,105,115.75241572628472
21,5,1970-01-01 00:00:00.000000001,1,0,0,3.662796648931246,81.92745807340867,90,121.4529212804138
0,6,1970-01-01 00:00:00.000000001,1,0,0,0.981052738445436,67.42731113498607,87,101.048503915926
3,6,1970-01-01 00:00:00.000000001,1,0,0,0.226318073221766,90.29182838807527,111,103.55399753648057
6,6,1970-01-01 00:00:00.000000001,1,0,0,4.92012583796136,71.96719187311264,114,102.86960372372992
9,6,1970-01-01 00:00:00.000000001,1,0,0,6.384426844025531,65.46480655125463,46,80.21151743887492
12,6,1970-01-01 00:00:00.000000001,1,0,0,10.54605006194639,59.4812634772407,56,84.78046756404306
15,6,1970-01-01 00:00:00.000000001,1,0,0,9.44963239860521,65.55202459241256,53,78.33839057504143
18,6,1970-01-01 00:00:00.000000001,1,0,0,3.601078501258766,76.59361825816615,89,114.61570373422576
21,6,1970-01-01 00:00:00.000000001,1,0,0,1.9849291284792463,88.97975676982871,95,119.961198902437
0,0,1970-01-01 00:00:00.000000001,0,0,0,0.6232058691937822,82.4847329878419,119,106.18331012024572
3,0,1970-01-01 00:00:00.000000001,0,0,0,4.878977230313129,84.9299107601259,140,91.59041857254422
6,0,1970-01-01 00:00:00.000000001,0,0,0,2.1754449137196867,79.76082467014156,137,111.60382822708368
9,0,1970-01-01 00:00:00.000000001,0,0,0,7.644778907577872,68.88966325404697,58,84.31306024024127
12,0,1970-01-01 00:00:00.000000001,0,0,0,7.325068714238274,70.18174389385538,50,81.72356647586385
15,0,1970-01-01 00:00:00.000000001,0,0,0,8.613651602431073,76.37023033133786,66,86.14060919396043
18,0,1970-01-01 00:00:00.000000001,0,0,0,5.35884263340862,77.34100183189481,115,117.30829214259126
21,0,1970-01-01 00:00:00.000000001,0,0,0,-1.5982562369955806,82.11016400103574,128,147.27889903292018
0,1,1970-01-01 00:00:00.000000001,0,0,0,-2.855217249090613,85.63864620375963,117,112.0183976906336
3,1,1970-01-01 00:00:00.000000001,0,0,0,3.460884304078226,70.07638173507975,139,94.34906692980417
6,1,1970-01-01 00:00:00.000000001,0,0,0,4.123693519162887,72.51139481723455,146,113.92329891098008
9,1,1970-01-01 00:00:00.000000001,0,0,0,6.225274140948575,74.71539545591948,50,78.48830923533586
12,1,1970-01-01 00:00:00.000000001,0,0,0,6.710882798027256,72.35497502808072,61,94.00205687789308
15,1,1970-01-01 00:00:00.000000001,0,0,0,6.042983672237533,73.53270780500648,60,74.24263374922054
18,1,1970-01-01 00:00:00.000000001,0,0,0,6.104700888605175,69.57301985444087,117,118.72949079770876
21,1,1970-01-01 00:00:00.000000001,0,0,0,1.4507198971193749,72.9087245379316,125,122.8250575575756
0,2,1970-01-01 00:00:00.000000002,0,0,0,2.3442568223084983,87.20532275463681,115,91.753890009993
3,2,1970-01-01 00:00:00.000000002,0,0,0,2.288517472647853,75.21505060460831,144,100.7654376118976
6,2,1970-01-01 00:00:00.000000002,0,0,0,7.547624574806469,76.1209762077639,137,91.75355016967757
9,2,1970-01-01 00:00:00.000000002,0,0,0,6.89722466473184,70.12313046365134,67,76.00752588545448
12,2,1970-01-01 00:00:00.000000002,0,0,0,8.297024566170618,71.48909445222117,69,83.09272981977892
15,2,1970-01-01 00:00:00.000000002,0,0,0,7.512174999858296,66.97679993470354,69,83.01137881286883
18,2,1970-01-01 00:00:00.000000002,0,0,0,3.449432723173218,80.18525322382314,110,121.59388576195634
21,2,1970-01-01 00:00:00.000000002,0,0,0,4.277212065892374,68.69132487240071,111,119.2189894012342
0,3,1970-01-01 00:00:00.000000002,0,0,0,3.315162141591749,83.22104793655112,126,94.5980971469068
3,3,1970-01-01 00:00:00.000000002,0,0,0,1.2923952029713213,76.43081420407674,139,106.96718989250314
6,3,1970-01-01 00:00:00.000000002,0,0,0,4.892158870837746,68.23216494614094,140,109.81524118444769
